FileName;Center (px) (x-axis);Center (px) (y-axis);Diameter (px) (x-axis);Diameter (px) (y-axis);Diameter (px)
SG_730_037A_lb_g.jpg;216;215;10;5;11,18033989
SG_730_037A_lt.jpg;167;157;13;7;14,76482306
SG_730_037A_lt_g.jpg;209;163;14;9;16,64331698
SG_730_037A_rb.jpg;153;205;10;2;10,19803903
SG_730_037A_rb_g.jpg;171;197;13;5;13,92838828
SG_730_037A_rt.jpg;134;146;16;8;17,88854382
SG_730_037A_rt_g.jpg;197;174;11;12;16,2788206
SG_730_060A_1.jpg;184;175;14;9;16,64331698
SG_730_060A_1_g.jpg;168;179;16;5;16,76305461
SG_730_060A_10.jpg;191;187;17;5;17,72004515
SG_730_060A_10_g.jpg;162;189;12;7;13,89244399
SG_730_060A_2.jpg;197;185;14;8;16,1245155
SG_730_060A_2_g.jpg;174;187;13;9;15,8113883
SG_730_060A_3.jpg;190;199;15;8;17
SG_730_060A_3_g.jpg;175;174;15;8;17
SG_730_060A_4.jpg;167;183;18;8;19,6977156
SG_730_060A_4_g.jpg;165;182;14;10;17,20465053
SG_730_060A_5.jpg;165;179;15;8;17
SG_730_060A_5_g.jpg;182;174;15;6;16,15549442
SG_730_060A_6.jpg;179;199;15;6;16,15549442
SG_730_060A_6_g.jpg;182;184;17;1;17,02938637
SG_730_060A_7.jpg;233;201;16;8;17,88854382
SG_730_060A_7_g.jpg;192;177;15;6;16,15549442
SG_730_060A_8.jpg;223;226;13;6;14,31782106
SG_730_060A_8_g.jpg;173;183;15;7;16,55294536
SG_730_060A_9.jpg;213;220;14;7;15,65247584
SG_730_060A_9_g.jpg;203;196;14;10;17,20465053
SG_730_060A_cam.jpg;214;173;16;9;18,35755975
SG_730_060A_cam_g.jpg;175;143;13;7;14,76482306
SG_730_060A_lb.jpg;215;197;13;6;14,31782106
SG_730_060A_lt.jpg;214;178;14;9;16,64331698
SG_730_060A_lt_g.jpg;185;161;15;7;16,55294536
SG_730_060A_rb_g.jpg;168;192;12;6;13,41640786
SG_730_060A_rt.jpg;137;170;14;9;16,64331698
SG_730_060A_rt_g.jpg;174;165;10;8;12,80624847
SG_730_084A_1.jpg;193;171;12;11;16,2788206
SG_730_084A_1_g.jpg;187;162;14;7;15,65247584
SG_730_084A_10.jpg;166;184;14;8;16,1245155
SG_730_084A_10_g.jpg;164;173;12;6;13,41640786
SG_730_084A_2.jpg;190;163;15;9;17,49285568
SG_730_084A_2_g.jpg;163;157;13;12;17,69180601
SG_730_084A_3.jpg;159;171;16;6;17,08800749
SG_730_084A_3_g.jpg;163;168;13;7;14,76482306
SG_730_084A_4.jpg;189;197;13;9;15,8113883
SG_730_084A_4_g.jpg;151;146;15;6;16,15549442
SG_730_084A_5.jpg;178;183;15;9;17,49285568
SG_730_084A_5_g.jpg;172;166;15;8;17
SG_730_084A_6.jpg;181;190;10;14;17,20465053
SG_730_084A_6_g.jpg;181;169;17;8;18,78829423
SG_730_084A_7.jpg;198;191;12;10;15,62049935
SG_730_084A_7_g.jpg;182;198;11;11;15,55634919
SG_730_084A_8.jpg;172;181;15;11;18,60107524
SG_730_084A_8_g.jpg;175;155;16;9;18,35755975
SG_730_084A_9.jpg;178;192;15;9;17,49285568
SG_730_084A_9_g.jpg;195;172;13;10;16,40121947
SG_730_084A_cam.jpg;174;144;13;12;17,69180601
SG_730_084A_cam_g.jpg;167;148;15;6;16,15549442
SG_730_084A_lb_g.jpg;168;159;12;12;16,97056275
SG_730_084A_lt.jpg;206;219;13;8;15,26433752
SG_730_084A_lt_g.jpg;159;166;12;10;15,62049935
SG_730_084A_rb_g.jpg;122;169;14;9;16,64331698
SG_730_084A_rt.jpg;152;182;13;9;15,8113883
SG_730_084A_rt_g.jpg;147;151;10;12;15,62049935
SG_730_103A_1.jpg;231;204;16;7;17,4642492
SG_730_103A_1_g.jpg;173;159;13;5;13,92838828
SG_730_103A_10.jpg;193;209;14;10;17,20465053
SG_730_103A_10_g.jpg;161;153;15;5;15,8113883
SG_730_103A_2.jpg;208;200;19;10;21,47091055
SG_730_103A_2_g.jpg;158;155;13;10;16,40121947
SG_730_103A_3.jpg;201;194;13;12;17,69180601
SG_730_103A_3_g.jpg;167;181;15;6;16,15549442
SG_730_103A_4.jpg;191;202;15;12;19,20937271
SG_730_103A_4_g.jpg;160;168;15;8;17
SG_730_103A_5.jpg;205;217;15;8;17
SG_730_103A_5_g.jpg;163;161;15;9;17,49285568
SG_730_103A_6_g.jpg;184;148;18;8;19,6977156
SG_730_103A_7.jpg;247;205;15;17;22,6715681
SG_730_103A_7_g.jpg;191;159;15;10;18,02775638
SG_730_103A_8.jpg;196;224;14;8;16,1245155
SG_730_103A_8_g.jpg;180;140;13;14;19,10497317
SG_730_103A_9.jpg;235;215;15;9;17,49285568
SG_730_103A_9_g.jpg;192;170;11;11;15,55634919
SG_730_103A_cam.jpg;222;186;16;12;20
SG_730_103A_cam_g.jpg;175;151;10;9;13,45362405
SG_730_103A_lb_g.jpg;171;180;10;11;14,86606875
SG_730_103A_lt.jpg;237;191;17;10;19,72308292
SG_730_103A_lt_g.jpg;172;140;12;5;13
SG_730_103A_rb_g.jpg;138;165;18;6;18,97366596
SG_730_103A_rt.jpg;191;188;11;13;17,02938637
SG_730_103A_rt_g.jpg;148;145;14;8;16,1245155
SG_850_017A_1.jpg;205;198;9;8;12,04159458
SG_850_017A_1_g.jpg;202;153;11;12;16,2788206
SG_850_017A_10_g.jpg;167;159;10;7;12,20655562
SG_850_017A_2_g.jpg;173;166;12;9;15
SG_850_017A_3_g.jpg;172;143;18;9;20,1246118
SG_850_017A_4_g.jpg;230;168;15;11;18,60107524
SG_850_017A_5_g.jpg;176;146;14;13;19,10497317
SG_850_017A_6_g.jpg;185;155;17;2;17,11724277
SG_850_017A_7_g.jpg;200;158;13;9;15,8113883
SG_850_017A_8_g.jpg;155;153;13;8;15,26433752
SG_850_017A_9_g.jpg;181;169;13;6;14,31782106
SG_850_017A_cam.jpg;184;202;9;8;12,04159458
SG_850_017A_cam_g.jpg;170;152;15;12;19,20937271
SG_850_017A_lb_g.jpg;167;173;14;5;14,86606875
SG_850_017A_lt.jpg;167;185;15;12;19,20937271
SG_850_017A_lt_g.jpg;173;164;16;12;20
SG_850_017A_rb_g.jpg;138;158;14;10;17,20465053
SG_850_017A_rt.jpg;184;166;16;11;19,41648784
SG_850_017A_rt_g.jpg;167;162;15;12;19,20937271
SG_850_040A_1.jpg;217;205;16;11;19,41648784
SG_850_040A_1_g.jpg;181;143;15;9;17,49285568
SG_850_040A_10.jpg;196;209;12;8;14,4222051
SG_850_040A_10_g.jpg;199;173;16;11;19,41648784
SG_850_040A_2.jpg;188;198;18;12;21,63330765
SG_850_040A_2_g.jpg;201;151;12;10;15,62049935
SG_850_040A_3.jpg;212;191;14;13;19,10497317
SG_850_040A_3_g.jpg;177;153;14;12;18,43908891
SG_850_040A_4.jpg;203;209;18;12;21,63330765
SG_850_040A_4_g.jpg;193;161;14;13;19,10497317
SG_850_040A_5.jpg;212;199;22;7;23,08679276
SG_850_040A_5_g.jpg;179;174;19;11;21,9544984
SG_850_040A_6.jpg;222;211;14;14;19,79898987
SG_850_040A_6_g.jpg;203;178;14;11;17,80449381
SG_850_040A_7.jpg;230;201;14;11;17,80449381
SG_850_040A_7_g.jpg;203;154;11;10;14,86606875
SG_850_040A_8_g.jpg;187;143;21;7;22,13594362
SG_850_040A_9_g.jpg;198;178;12;11;16,2788206
SG_850_040A_cam.jpg;217;186;17;9;19,23538406
SG_850_040A_cam_g.jpg;169;137;11;13;17,02938637
SG_850_040A_lb_g.jpg;210;145;17;13;21,40093456
SG_850_040A_lt.jpg;237;194;17;9;19,23538406
SG_850_040A_lt_g.jpg;208;140;10;10;14,14213562
SG_850_040A_rb.jpg;190;201;19;5;19,6468827
SG_850_040A_rb_g.jpg;210;179;19;10;21,47091055
SG_850_040A_rt.jpg;180;165;16;12;20
SG_850_040A_rt_g.jpg;151;146;14;13;19,10497317
SG_850_065A_1.jpg;187;167;10;8;12,80624847
SG_850_065A_1_g.jpg;182;152;14;8;16,1245155
SG_850_065A_10.jpg;144;160;17;9;19,23538406
SG_850_065A_10_g.jpg;195;151;14;9;16,64331698
SG_850_065A_2.jpg;168;150;14;9;16,64331698
SG_850_065A_2_g.jpg;165;160;13;9;15,8113883
SG_850_065A_3.jpg;160;149;17;11;20,24845673
SG_850_065A_3_g.jpg;157;153;17;6;18,02775638
SG_850_065A_4.jpg;148;163;17;6;18,02775638
SG_850_065A_4_g.jpg;166;166;15;9;17,49285568
SG_850_065A_5.jpg;169;153;13;7;14,76482306
SG_850_065A_5_g.jpg;174;181;15;9;17,49285568
SG_850_065A_6.jpg;175;146;14;6;15,23154621
SG_850_065A_6_g.jpg;179;155;16;9;18,35755975
SG_850_065A_7.jpg;179;141;18;1;18,02775638
SG_850_065A_7_g.jpg;172;148;14;12;18,43908891
SG_850_065A_8.jpg;178;162;15;7;16,55294536
SG_850_065A_8_g.jpg;178;168;17;7;18,38477631
SG_850_065A_9.jpg;181;152;14;10;17,20465053
SG_850_065A_9_g.jpg;180;181;16;7;17,4642492
SG_850_065A_cam.jpg;174;143;14;10;17,20465053
SG_850_065A_cam_g.jpg;170;156;14;9;16,64331698
SG_850_065A_lb_g.jpg;173;162;17;7;18,38477631
SG_850_065A_lt.jpg;176;155;17;8;18,78829423
SG_850_065A_lt_g.jpg;221;159;13;8;15,26433752
SG_850_065A_rb.jpg;155;181;14;8;16,1245155
SG_850_065A_rb_g.jpg;146;160;16;9;18,35755975
SG_850_065A_rt.jpg;137;162;9;12;15
SG_850_065A_rt_g.jpg;162;144;14;5;14,86606875
SG_850_078A_1.jpg;176;162;15;7;16,55294536
SG_850_078A_1_g.jpg;184;155;12;8;14,4222051
SG_850_078A_10.jpg;144;160;12;10;15,62049935
SG_850_078A_10_g.jpg;168;177;14;9;16,64331698
SG_850_078A_2.jpg;188;153;17;6;18,02775638
SG_850_078A_2_g.jpg;167;151;12;11;16,2788206
SG_850_078A_3.jpg;179;172;15;10;18,02775638
SG_850_078A_3_g.jpg;184;156;17;7;18,38477631
SG_850_078A_4.jpg;157;158;17;11;20,24845673
SG_850_078A_4_g.jpg;161;160;16;11;19,41648784
SG_850_078A_5.jpg;191;138;19;6;19,92485885
SG_850_078A_5_g.jpg;174;187;14;7;15,65247584
SG_850_078A_6.jpg;199;162;15;9;17,49285568
SG_850_078A_6_g.jpg;199;160;17;10;19,72308292
SG_850_078A_7.jpg;180;162;15;12;19,20937271
SG_850_078A_7_g.jpg;226;185;19;6;19,92485885
SG_850_078A_8.jpg;183;157;14;6;15,23154621
SG_850_078A_8_g.jpg;199;171;17;8;18,78829423
SG_850_078A_9.jpg;191;162;18;9;20,1246118
SG_850_078A_9_g.jpg;161;160;13;11;17,02938637
SG_850_078A_cam.jpg;166;149;15;10;18,02775638
SG_850_078A_cam_g.jpg;171;143;15;10;18,02775638
SG_850_078A_lb.jpg;204;195;11;6;12,52996409
SG_850_078A_lb_g.jpg;187;154;15;11;18,60107524
SG_850_078A_lt.jpg;183;154;17;17;24,04163056
SG_850_078A_lt_g.jpg;185;153;9;12;15
SG_850_078A_rb.jpg;154;174;15;6;16,15549442
SG_850_078A_rb_g.jpg;151;140;13;6;14,31782106
SG_850_078A_rt.jpg;143;148;16;11;19,41648784
SG_850_078A_rt_g.jpg;145;147;13;7;14,76482306
SG_850_104A_1.jpg;211;160;15;8;17
SG_850_104A_1_g.jpg;178;147;13;6;14,31782106
SG_850_104A_10.jpg;160;153;15;7;16,55294536
SG_850_104A_10_g.jpg;148;153;14;13;19,10497317
SG_850_104A_2.jpg;183;168;17;6;18,02775638
SG_850_104A_2_g.jpg;177;154;12;11;16,2788206
SG_850_104A_3.jpg;170;155;17;10;19,72308292
SG_850_104A_3_g.jpg;144;148;16;8;17,88854382
SG_850_104A_4.jpg;198;159;15;7;16,55294536
SG_850_104A_4_g.jpg;162;140;11;12;16,2788206
SG_850_104A_5.jpg;181;176;11;7;13,03840481
SG_850_104A_5_g.jpg;160;145;16;8;17,88854382
SG_850_104A_6.jpg;194;173;13;13;18,38477631
SG_850_104A_6_g.jpg;194;145;20;8;21,54065923
SG_850_104A_7.jpg;216;179;14;10;17,20465053
SG_850_104A_7_g.jpg;195;150;7;13;14,76482306
SG_850_104A_8_g.jpg;159;155;14;8;16,1245155
SG_850_104A_9.jpg;169;195;10;14;17,20465053
SG_850_104A_9_g.jpg;165;165;11;7;13,03840481
SG_850_104A_cam.jpg;176;144;19;10;21,47091055
SG_850_104A_cam_g.jpg;153;136;14;4;14,56021978
SG_850_104A_lb.jpg;223;185;16;10;18,86796226
SG_850_104A_lb_g.jpg;186;177;14;11;17,80449381
SG_850_104A_lt.jpg;183;163;14;10;17,20465053
SG_850_104A_lt_g.jpg;206;164;11;9;14,2126704
SG_850_104A_rb.jpg;150;179;14;12;18,43908891
SG_850_104A_rb_g.jpg;144;144;15;9;17,49285568
SG_850_104A_rt.jpg;184;163;15;9;17,49285568
SG_850_104A_rt_g.jpg;151;144;14;7;15,65247584
SG_940_026A_1.jpg;210;157;11;6;12,52996409
SG_940_026A_1_g.jpg;213;162;18;9;20,1246118
SG_940_026A_10.jpg;246;188;13;8;15,26433752
SG_940_026A_2.jpg;172;195;14;9;16,64331698
SG_940_026A_2_g.jpg;235;172;14;8;16,1245155
SG_940_026A_3.jpg;165;159;12;5;13
SG_940_026A_3_g.jpg;178;164;14;9;16,64331698
SG_940_026A_4.jpg;159;190;12;6;13,41640786
SG_940_026A_4_g.jpg;189;182;19;5;19,6468827
SG_940_026A_5.jpg;185;177;15;9;17,49285568
SG_940_026A_5_g.jpg;196;159;21;9;22,84731932
SG_940_026A_6.jpg;204;184;12;7;13,89244399
SG_940_026A_7.jpg;181;177;15;7;16,55294536
SG_940_048A_1.jpg;189;163;20;6;20,88061302
SG_940_048A_1_g.jpg;228;193;11;6;12,52996409
SG_940_048A_10.jpg;156;195;11;7;13,03840481
SG_940_048A_10_g.jpg;207;208;15;12;19,20937271
SG_940_048A_2.jpg;208;147;16;8;17,88854382
SG_940_048A_2_g.jpg;208;171;19;11;21,9544984
SG_940_048A_3.jpg;175;162;16;9;18,35755975
SG_940_048A_3_g.jpg;176;189;13;10;16,40121947
SG_940_048A_4.jpg;166;151;13;8;15,26433752
SG_940_048A_4_g.jpg;200;202;15;11;18,60107524
SG_940_048A_5.jpg;214;169;12;9;15
SG_940_048A_5_g.jpg;219;215;14;6;15,23154621
SG_940_048A_6.jpg;169;165;15;5;15,8113883
SG_940_048A_6_g.jpg;183;161;18;6;18,97366596
SG_940_048A_7.jpg;179;173;13;7;14,76482306
SG_940_048A_7_g.jpg;222;217;3;13;13,34166406
SG_940_048A_8.jpg;182;175;15;9;17,49285568
SG_940_048A_8_g.jpg;217;190;15;7;16,55294536
SG_940_048A_9_g.jpg;184;219;12;8;14,4222051
SG_940_048A_cam.jpg;160;165;10;8;12,80624847
SG_940_048A_cam_g.jpg;210;154;12;15;19,20937271
SG_940_048A_lb.jpg;175;190;12;8;14,4222051
SG_940_048A_lb_g.jpg;191;209;8;9;12,04159458
SG_940_048A_lt.jpg;167;158;15;13;19,84943324
SG_940_048A_lt_g.jpg;233;174;18;10;20,59126028
SG_940_048A_rb.jpg;134;156;13;10;16,40121947
SG_940_048A_rb_g.jpg;186;178;18;10;20,59126028
SG_940_048A_rt.jpg;160;136;17;8;18,78829423
SG_940_048A_rt_g.jpg;185;168;13;12;17,69180601
SG_940_079A_1.jpg;218;154;14;9;16,64331698
SG_940_079A_1_g.jpg;187;154;19;16;24,8394847
SG_940_079A_10.jpg;183;183;10;12;15,62049935
SG_940_079A_10_g.jpg;163;196;12;12;16,97056275
SG_940_079A_2.jpg;186;162;15;12;19,20937271
SG_940_079A_2_g.jpg;178;144;12;7;13,89244399
SG_940_079A_3.jpg;177;173;8;12;14,4222051
SG_940_079A_3_g.jpg;142;170;13;18;22,20360331
SG_940_079A_4.jpg;162;144;11;12;16,2788206
SG_940_079A_4_g.jpg;142;170;14;12;18,43908891
SG_940_079A_5.jpg;161;176;10;7;12,20655562
SG_940_079A_5_g.jpg;177;162;18;19;26,17250466
SG_940_079A_6.jpg;206;162;12;7;13,89244399
SG_940_079A_6_g.jpg;210;169;12;14;18,43908891
SG_940_079A_7.jpg;220;183;15;11;18,60107524
SG_940_079A_7_g.jpg;183;136;16;19;24,8394847
SG_940_079A_8.jpg;190;193;8;6;10
SG_940_079A_8_g.jpg;224;171;14;4;14,56021978
SG_940_079A_9_g.jpg;189;192;12;6;13,41640786
SG_940_079A_cam.jpg;195;156;15;8;17
SG_940_079A_cam_g.jpg;184;146;20;20;28,28427125
SG_940_079A_lb.jpg;187;190;10;19;21,47091055
SG_940_079A_lb_g.jpg;171;178;13;17;21,40093456
SG_940_079A_lt.jpg;169;160;18;17;24,75883681
SG_940_079A_lt_g.jpg;211;152;13;23;26,41968963
SG_940_079A_rb.jpg;150;185;11;16;19,41648784
SG_940_079A_rb_g.jpg;152;163;19;14;23,60084744
SG_940_079A_rt.jpg;148;145;7;18;19,31320792
SG_940_079A_rt_g.jpg;173;154;20;16;25,61249695
SG_940_102A_1.jpg;158;164;15;19;24,20743687
SG_940_102A_1_g.jpg;208;184;17;15;22,6715681
SG_940_102A_10.jpg;184;186;15;7;16,55294536
SG_940_102A_10_g.jpg;196;181;23;16;28,01785145
SG_940_102A_2.jpg;206;184;13;14;19,10497317
SG_940_102A_2_g.jpg;203;156;11;17;20,24845673
SG_940_102A_3.jpg;189;172;13;16;20,61552813
SG_940_102A_3_g.jpg;171;150;15;20;25
SG_940_102A_4.jpg;149;191;9;18;20,1246118
SG_940_102A_4_g.jpg;168;145;15;10;18,02775638
SG_940_102A_5.jpg;187;194;10;8;12,80624847
SG_940_102A_5_g.jpg;202;179;13;10;16,40121947
SG_940_102A_6.jpg;194;210;18;21;27,65863337
SG_940_102A_6_g.jpg;213;180;21;19;28,31960452
SG_940_102A_7.jpg;232;184;14;13;19,10497317
SG_940_102A_7_g.jpg;219;173;17;7;18,38477631
SG_940_102A_8.jpg;201;200;19;23;29,83286778
SG_940_102A_8_g.jpg;195;174;17;23;28,60069929
SG_940_102A_9_g.jpg;168;205;18;16;24,08318916
SG_940_102A_cam.jpg;175;156;14;12;18,43908891
SG_940_102A_cam_g.jpg;177;153;18;23;29,20616373
SG_940_102A_lb.jpg;166;193;15;11;18,60107524
SG_940_102A_lb_g.jpg;198;204;19;17;25,49509757
SG_940_102A_lt.jpg;199;151;18;16;24,08318916
SG_940_102A_lt_g.jpg;205;155;21;15;25,8069758
SG_940_102A_rb_g.jpg;132;180;11;9;14,2126704
SG_940_102A_rt.jpg;160;157;13;13;18,38477631
SG_940_102A_rt_g.jpg;145;156;15;19;24,20743687
SG_940_150A_1.jpg;193;154;18;10;20,59126028
SG_940_150A_1_g.jpg;204;173;23;22;31,82766093
SG_940_150A_10_g.jpg;185;182;18;9;20,1246118
SG_940_150A_2.jpg;159;157;12;17;20,80865205
SG_940_150A_2_g.jpg;211;172;12;15;19,20937271
SG_940_150A_3.jpg;160;152;11;16;19,41648784
SG_940_150A_3_g.jpg;210;209;14;10;17,20465053
SG_940_150A_4.jpg;175;186;14;16;21,26029163
SG_940_150A_4_g.jpg;186;187;10;12;15,62049935
SG_940_150A_5.jpg;179;170;10;13;16,40121947
SG_940_150A_5_g.jpg;181;170;12;12;16,97056275
SG_940_150A_6_g.jpg;212;183;14;16;21,26029163
SG_940_150A_7_g.jpg;220;203;9;10;13,45362405
SG_940_150A_8.jpg;185;178;11;6;12,52996409
SG_940_150A_8_g.jpg;202;190;13;11;17,02938637
SG_940_150A_9.jpg;192;173;13;5;13,92838828
SG_940_150A_9_g.jpg;177;173;15;9;17,49285568
SG_940_150A_cam.jpg;187;174;19;10;21,47091055
SG_940_150A_cam_g.jpg;200;160;24;10;26
SG_940_150A_lb_g.jpg;193;187;11;23;25,49509757
SG_940_150A_lt.jpg;194;167;13;9;15,8113883
SG_940_150A_lt_g.jpg;202;159;7;14;15,65247584
SG_940_150A_rb_g.jpg;158;174;19;13;23,02172887
SG_940_150A_rt.jpg;156;162;6;12;13,41640786
SG_940_150A_rt_g.jpg;191;155;18;9;20,1246118
